frame,system,rom_label,pc,ram_0000_t49,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,rendering_flag,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_042D,ram_042E,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7
98,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,49,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,22,00,00,00,01,20,4F,00,80,02,21,3E,50,0E,00,13,0E,0E,80,43,3F,00,FF,04,04,36,17,37,0F,FF
99,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,4A,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,22,00,00,00,01,20,4F,00,80,02,21,3E,50,0D,00,12,0D,0D,80,44,3F,00,FF,04,04,36,17,37,0F,FF
100,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,4B,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,23,00,00,00,01,20,4F,00,80,02,21,3E,50,0C,00,11,0C,0C,80,45,3F,00,FF,04,04,36,17,37,0F,FF
101,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,4C,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,23,00,00,00,01,20,4F,00,80,02,21,3E,50,0B,00,10,0B,0B,80,46,3F,00,FF,04,04,36,17,37,0F,FF
102,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,4D,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,24,00,00,00,01,20,4F,00,80,02,21,3E,50,0A,00,0F,0A,0A,80,47,3F,00,3F,04,04,36,17,37,0F,FF
103,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,4E,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,24,00,00,00,01,20,4F,00,80,02,21,3E,50,09,00,0E,09,09,80,48,3F,00,FF,04,04,36,17,37,0F,FF
104,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,4F,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,25,00,00,00,01,20,4F,00,80,02,21,3E,50,08,00,0D,08,08,80,49,3F,00,FF,04,04,36,17,37,0F,FF
105,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,50,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,25,00,00,00,01,20,4F,00,80,02,21,3E,50,07,00,0C,07,07,80,4A,3F,00,FF,04,04,36,17,37,0F,FF
106,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,51,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,26,00,00,00,01,20,4F,00,80,02,21,3E,50,06,00,0B,06,06,80,4B,3F,00,FF,04,04,36,17,37,0F,FF
107,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,52,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,26,00,00,00,01,20,4F,00,80,02,21,3E,50,05,00,0A,05,05,80,4C,3F,00,FF,04,04,36,17,37,0F,FF
108,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,53,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,27,00,00,00,01,20,4F,00,80,02,21,3E,50,04,00,09,04,04,80,4D,3F,00,3F,04,04,36,17,27,0F,FF
109,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,54,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,27,00,00,00,01,20,4F,00,80,02,21,3E,50,03,00,08,03,03,80,4E,3F,00,FF,04,04,36,17,27,0F,FF
110,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,55,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,28,00,00,00,01,20,4F,00,80,02,21,3E,50,02,00,07,02,02,80,4F,3F,00,FF,04,04,36,17,27,0F,FF
111,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,56,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,28,00,00,00,01,20,4F,00,80,02,21,3E,50,01,00,06,01,01,80,50,3F,00,FF,04,04,36,17,27,0F,FF
112,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,57,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,29,00,00,00,01,20,4F,00,80,04,21,40,50,14,00,05,50,50,80,01,3F,00,FF,04,04,36,17,27,0F,FF
113,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,58,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,29,00,00,00,01,20,4F,00,80,04,21,40,50,13,00,04,4F,4F,80,02,3F,00,FF,04,04,36,17,27,0F,FF
114,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,59,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2A,00,00,00,01,20,4F,00,80,04,21,40,50,12,00,03,4E,4E,80,03,3F,00,3F,04,04,36,17,17,0F,FF
115,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,5A,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2A,00,00,00,01,20,4F,00,80,04,21,40,50,11,00,02,4D,4D,80,04,3F,00,FF,04,04,36,17,17,0F,FF
116,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,5B,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2B,00,00,00,01,20,4F,00,80,04,21,40,50,10,00,01,4C,4C,80,05,3F,00,FF,04,04,36,17,17,0F,FF
117,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,5C,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2B,00,00,00,01,20,4F,00,80,04,23,40,50,0F,00,14,4B,4B,80,06,3F,00,FF,04,04,36,17,17,0F,FF
118,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,5D,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2C,00,00,00,01,20,4F,00,80,04,23,40,50,0E,00,13,4A,4A,80,07,3F,00,FF,04,04,36,17,17,0F,FF
119,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,5E,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2C,00,00,00,01,20,4F,00,80,04,23,40,50,0D,00,12,49,49,80,08,3F,00,FF,04,04,36,17,17,0F,FF
120,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,5F,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2D,00,00,00,01,20,4F,00,80,04,23,40,50,0C,00,11,48,48,80,09,3F,00,3F,04,04,36,17,07,0F,FF
121,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,60,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2D,00,00,00,01,20,4F,00,80,04,23,40,50,0B,00,10,47,47,80,0A,3F,00,FF,04,04,36,17,07,0F,FF
122,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,61,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2E,00,00,00,01,20,4F,00,80,04,23,40,50,0A,00,0F,46,46,80,0B,3F,00,FF,04,04,36,17,07,0F,FF
123,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,62,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2E,00,00,00,01,20,4F,00,80,04,23,40,50,09,00,0E,45,45,80,0C,3F,00,FF,04,04,36,17,07,0F,FF
124,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,63,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2F,00,00,00,01,20,4F,00,80,04,23,40,50,08,00,0D,44,44,80,0D,3F,00,FF,04,04,36,17,07,0F,FF
125,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,64,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,2F,00,00,00,01,20,4F,00,80,04,23,40,50,07,00,0C,43,43,80,0E,3F,00,FF,04,04,36,17,07,0F,FF
126,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,65,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,30,00,00,00,01,20,4F,00,80,04,23,40,50,06,00,0B,42,42,80,0F,3F,00,3F,04,04,36,17,07,0F,FF
127,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,66,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,30,00,00,00,01,20,4F,00,80,04,23,40,50,05,00,0A,41,41,80,10,3F,00,FF,04,04,36,17,07,0F,FF
128,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,67,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,31,00,00,00,01,20,4F,00,80,04,23,40,50,04,00,09,40,40,80,11,3F,00,FF,04,04,36,17,07,0F,FF
129,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,68,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,31,00,00,00,01,20,4F,00,80,04,23,40,50,03,00,08,3F,3F,80,12,3F,00,FF,04,04,36,17,07,0F,FF
130,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,69,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,32,00,00,00,01,20,4F,00,80,04,23,40,50,02,00,07,3E,3E,80,13,3F,00,FF,04,04,36,17,07,0F,FF
131,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,6A,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,32,00,00,00,01,20,4F,00,80,04,23,40,50,01,00,06,3D,3D,80,14,3F,00,FF,04,04,36,17,07,0F,FF
132,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,6B,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,33,00,00,00,01,20,4F,00,80,05,23,40,50,14,1F,05,3C,3C,80,01,3F,00,3F,04,04,36,17,17,0F,FF
133,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,6C,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,33,00,00,00,01,20,4F,00,80,05,23,40,50,13,1E,04,3B,3B,80,02,3F,00,FF,04,04,36,17,17,0F,FF
134,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,6D,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,34,00,00,00,01,20,4F,00,80,05,23,40,50,12,1D,03,3A,3A,80,03,3F,00,FF,04,04,36,17,17,0F,FF
135,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,6E,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,34,00,00,00,01,20,4F,00,80,05,23,40,50,11,1C,02,39,39,80,04,3F,00,FF,04,04,36,17,17,0F,FF
136,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,6F,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,35,00,00,00,01,20,4F,00,80,05,23,40,50,10,1B,01,38,38,80,05,3F,00,FF,04,04,36,17,17,0F,FF
137,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,70,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,35,00,00,00,01,20,4F,00,80,05,24,40,50,0F,1A,14,37,37,80,06,3F,00,FF,04,04,36,17,17,0F,FF
138,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,71,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,36,00,00,00,01,20,4F,00,80,05,24,40,50,0E,19,13,36,36,80,07,3F,00,FF,04,04,36,17,17,0F,FF
139,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,72,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,36,00,00,00,01,20,4F,00,80,05,24,40,50,0D,18,12,35,35,80,08,3F,00,FF,04,04,36,17,17,0F,FF
140,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,73,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,37,00,00,00,01,20,4F,00,80,05,24,40,50,0C,17,11,34,34,80,09,3F,00,FF,04,04,36,17,17,0F,FF
141,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,74,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,37,00,00,00,01,20,4F,00,80,05,24,40,50,0B,16,10,33,33,80,0A,3F,00,FF,04,04,36,17,17,0F,FF
142,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,75,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,38,00,00,00,01,20,4F,00,80,05,24,40,50,0A,15,0F,32,32,80,0B,3F,00,FF,04,04,36,17,17,0F,FF
143,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,76,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,38,00,00,00,01,20,4F,00,80,05,24,40,50,09,14,0E,31,31,80,0C,3F,00,FF,04,04,36,17,17,0F,FF
144,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,77,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,39,00,00,00,01,20,4F,00,80,05,24,40,50,08,13,0D,30,30,80,0D,3F,00,FF,04,04,36,17,17,0F,FF
145,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,78,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,39,00,00,00,01,20,4F,00,80,05,24,40,50,07,12,0C,2F,2F,80,0E,3F,00,FF,04,04,36,17,17,0F,FF
146,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,79,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3A,00,00,00,01,20,4F,00,80,05,24,40,50,06,11,0B,2E,2E,80,0F,3F,00,FF,04,04,36,17,17,0F,FF
147,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,7A,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3A,00,00,00,01,20,4F,00,80,05,24,40,50,05,10,0A,2D,2D,80,10,3F,00,FF,04,04,36,17,17,0F,FF
148,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,7B,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3B,00,00,00,01,20,4F,00,80,05,24,40,50,04,0F,09,2C,2C,80,11,3F,00,3F,04,04,36,17,27,0F,FF
149,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,7C,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3B,00,00,00,01,20,4F,00,80,05,24,40,50,03,0E,08,2B,2B,80,12,3F,00,FF,04,04,36,17,27,0F,FF
150,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,7D,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3C,00,00,00,01,20,4F,00,80,05,24,40,50,02,0D,07,2A,2A,80,13,3F,00,FF,04,04,36,17,27,0F,FF
151,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,7E,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3C,00,00,00,01,20,4F,00,80,05,24,40,50,01,0C,06,29,29,80,14,3F,00,FF,04,04,36,17,27,0F,FF
152,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,7F,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3D,00,00,00,01,20,4F,00,80,06,24,40,50,14,1F,05,28,28,80,01,3F,00,FF,04,04,36,17,27,0F,FF
153,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,80,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3D,00,00,00,01,20,4F,00,80,06,24,40,50,13,1E,04,27,27,80,02,3F,00,FF,04,04,36,17,27,0F,FF
154,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,81,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3E,00,00,00,01,20,4F,00,80,06,24,40,50,12,1D,03,26,26,80,03,3F,00,3F,04,04,36,17,37,0F,FF
155,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,82,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3E,00,00,00,01,20,4F,00,80,06,24,40,50,11,1C,02,25,25,80,04,3F,00,FF,04,04,36,17,37,0F,FF
156,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,83,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3F,00,00,00,01,20,4F,00,80,06,24,40,50,10,1B,01,24,24,80,05,3F,00,FF,04,04,36,17,37,0F,FF
157,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,84,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,3F,00,00,00,01,20,4F,00,80,06,25,40,50,0F,1A,14,23,23,80,06,3F,00,FF,04,04,36,17,37,0F,FF
158,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,85,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,40,00,00,00,01,20,4F,00,80,06,25,40,50,0E,19,13,22,22,80,07,3F,00,FF,04,04,36,17,37,0F,FF
159,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,86,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,40,00,00,00,01,20,4F,00,80,06,25,40,50,0D,18,12,21,21,80,08,3F,00,FF,04,04,36,17,37,0F,FF
160,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,87,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,41,00,00,00,01,20,4F,00,80,06,25,40,50,0C,17,11,20,20,80,09,3F,00,3F,04,04,36,17,37,0F,FF
161,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,88,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,41,00,00,00,01,20,4F,00,80,06,25,40,50,0B,16,10,1F,1F,80,0A,3F,00,FF,04,04,36,17,37,0F,FF
162,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,89,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,42,00,00,00,01,20,4F,00,80,06,25,40,50,0A,15,0F,1E,1E,80,0B,3F,00,FF,04,04,36,17,37,0F,FF
163,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,8A,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,42,00,00,00,01,20,4F,00,80,06,25,40,50,09,14,0E,1D,1D,80,0C,3F,00,FF,04,04,36,17,37,0F,FF
164,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,8B,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,43,00,00,00,01,20,4F,00,80,06,25,40,50,08,13,0D,1C,1C,80,0D,3F,00,FF,04,04,36,17,37,0F,FF
165,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,8C,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,43,00,00,00,01,20,4F,00,80,06,25,40,50,07,12,0C,1B,1B,80,0E,3F,00,FF,04,04,36,17,37,0F,FF
166,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,8D,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,44,00,00,00,01,20,4F,00,80,06,25,40,50,06,11,0B,1A,1A,80,0F,3F,00,3F,04,04,36,17,27,0F,FF
167,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,8E,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,44,00,00,00,01,20,4F,00,80,06,25,40,50,05,10,0A,19,19,80,10,3F,00,FF,04,04,36,17,27,0F,FF
168,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,8F,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,45,00,00,00,01,20,4F,00,80,06,25,40,50,04,0F,09,18,18,80,11,3F,00,FF,04,04,36,17,27,0F,FF
169,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,90,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,45,00,00,00,01,20,4F,00,80,06,25,40,50,03,0E,08,17,17,80,12,3F,00,FF,04,04,36,17,27,0F,FF
170,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,91,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,46,00,00,00,01,20,4F,00,80,06,25,40,50,02,0D,07,16,16,80,13,3F,00,FF,04,04,36,17,27,0F,FF
171,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,92,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,46,00,00,00,01,20,4F,00,80,06,25,40,50,01,0C,06,15,15,80,14,3F,00,FF,04,04,36,17,27,0F,FF
172,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,93,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,47,00,00,00,01,20,4F,00,80,07,25,40,50,14,1F,05,14,14,80,01,3F,00,3F,04,04,36,17,17,0F,FF
173,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,94,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,47,00,00,00,01,20,4F,00,80,07,25,40,50,13,1E,04,13,13,80,02,3F,00,FF,04,04,36,17,17,0F,FF
174,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,95,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,48,00,00,00,01,20,4F,00,80,07,25,40,50,12,1D,03,12,12,80,03,3F,00,FF,04,04,36,17,17,0F,FF
175,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,96,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,48,00,00,00,01,20,4F,00,80,07,25,40,50,11,1C,02,11,11,80,04,3F,00,FF,04,04,36,17,17,0F,FF
176,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,97,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,49,00,00,00,01,20,4F,00,80,07,25,40,50,10,1B,01,10,10,80,05,3F,00,FF,04,04,36,17,17,0F,FF
177,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,98,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,49,00,00,00,01,20,4F,00,80,07,26,40,50,0F,1A,14,0F,0F,80,06,3F,00,FF,04,04,36,17,17,0F,FF
178,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,99,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4A,00,00,00,01,20,4F,00,80,07,26,40,50,0E,19,13,0E,0E,80,07,3F,00,3F,04,04,36,17,07,0F,FF
179,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,9A,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4A,00,00,00,01,20,4F,00,80,07,26,40,50,0D,18,12,0D,0D,80,08,3F,00,FF,04,04,36,17,07,0F,FF
180,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,9B,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4B,00,00,00,01,20,4F,00,80,07,26,40,50,0C,17,11,0C,0C,80,09,3F,00,FF,04,04,36,17,07,0F,FF
181,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,9C,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4B,00,00,00,01,20,4F,00,80,07,26,40,50,0B,16,10,0B,0B,80,0A,3F,00,FF,04,04,36,17,07,0F,FF
182,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,9D,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4C,00,00,00,01,20,4F,00,80,07,26,40,50,0A,15,0F,0A,0A,80,0B,3F,00,FF,04,04,36,17,07,0F,FF
183,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,9E,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4C,00,00,00,01,20,4F,00,80,07,26,40,50,09,14,0E,09,09,80,0C,3F,00,FF,04,04,36,17,07,0F,FF
184,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,9F,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4D,00,00,00,01,20,4F,00,80,07,26,40,50,08,13,0D,08,08,80,0D,3F,00,3F,04,04,36,17,07,0F,FF
185,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A0,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4D,00,00,00,01,20,4F,00,80,07,26,40,50,07,12,0C,07,07,80,0E,3F,00,FF,04,04,36,17,07,0F,FF
186,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A1,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4E,00,00,00,01,20,4F,00,80,07,26,40,50,06,11,0B,06,06,80,0F,3F,00,FF,04,04,36,17,07,0F,FF
187,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A2,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4E,00,00,00,01,20,4F,00,80,07,26,40,50,05,10,0A,05,05,80,10,3F,00,FF,04,04,36,17,07,0F,FF
188,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A3,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4F,00,00,00,01,20,4F,00,80,07,26,40,50,04,0F,09,04,04,80,11,3F,00,FF,04,04,36,17,07,0F,FF
189,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A4,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4F,00,00,00,01,20,4F,00,80,07,26,40,50,03,0E,08,03,03,80,12,3F,00,FF,04,04,36,17,07,0F,FF
190,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A5,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,50,00,00,00,01,20,4F,00,80,07,26,40,50,02,0D,07,02,02,80,13,3F,00,3F,04,04,36,17,17,0F,FF
191,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A6,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,50,00,00,00,01,20,4F,00,80,07,26,40,50,01,0C,06,01,01,80,14,3F,00,FF,04,04,36,17,17,0F,FF
192,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,A7,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,51,00,00,00,01,20,4F,00,80,09,26,42,50,0A,1F,05,28,50,80,01,3F,00,FF,04,04,36,17,17,0F,FF
193,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A8,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,51,00,00,00,01,20,4F,00,80,09,26,42,50,09,1E,04,27,4F,80,02,3F,00,FF,04,04,36,17,17,0F,FF
194,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A9,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,52,00,00,00,01,20,4F,00,80,09,26,42,50,08,1D,03,26,4E,80,03,3F,00,FF,04,04,36,17,17,0F,FF
195,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,AA,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,52,00,00,00,01,20,4F,00,80,09,26,42,50,07,1C,02,25,4D,80,04,3F,00,FF,04,04,36,17,17,0F,FF
196,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,AB,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,53,00,00,00,01,20,4F,00,80,09,26,42,50,06,1B,01,24,4C,80,05,3F,00,FF,04,04,36,17,17,0F,FF
